feature	CNV_6q12    	CNV_18q11.2 	CNV_12p	CNV_12q	CNV_4q22.1  	CNV_13q34   	CNV_21q22.3 	CNV_2q36.2  	CNV_5q	CNV_5p	CNV_3p25.3  	CNV_2p16.1  	CNV_10p15.3 	CNV_21q	CNV_12q15   	CNV_11p15.5 	CNV_6q26    	CNV_13q	CNV_2p	CNV_2q	CNV_17q25.3 	CNV_22q11.21	CNV_5p12    	CNV_14q11.2 	CNV_11q25   	CNV_9q21.11 	CNV_7p11.2  	CNV_9q	CNV_12q24.32	CNV_7q11.22 	CNV_10p	CNV_10q	CNV_16p13.3 	CNV_9p24.1  	CNV_8p23.2  	CNV_3q	CNV_3p	CNV_9p23    	CNV_1p13.2  	CNV_8q24.21 	CNV_12p13.33	CNV_Xp11.3  	CNV_3q26.33 	CNV_1p34.2  	CNV_19q	CNV_19p	CNV_5q31.1  	CNV_11q	CNV_11p	CNV_8p	CNV_8q	CNV_11q13.3 	CNV_19p13.3 	CNV_19q12   	CNV_5q11.2  	CNV_10q23.31	CNV_6p25.3  	CNV_16q23.1 	CNV_4q35.2  	CNV_4p15.31 	CNV_20q	CNV_2q31.2  	CNV_13q12.11	CNV_Xq22.3  	CNV_15q12   	CNV_4q12    	CNV_9p	CNV_16p	CNV_16q	CNV_22q	CNV_1q	CNV_1p	CNV_Xq28    	CNV_9p13.3  	CNV_21q21.1 	CNV_17q11.2 	CNV_9p21.3  	CNV_6p	CNV_6q	CNV_14q13.3 	CNV_17q	CNV_17p	CNV_20q11.21	CNV_18p	CNV_18q	CNV_11q22.1 	CNV_Xq	CNV_Xp21.1  	CNV_20p	CNV_14q	CNV_15q26.3 	CNV_7q	CNV_7p	CNV_17q25.1 	CNV_19q13.33	CNV_4q32.3  	CNV_1p36.32 	CNV_7q36.1  	CNV_5p15.33 	CNV_8p11.23 	CNV_18p11.32	CNV_3p13    	CNV_18q23   	CNV_15q	CNV_19q13.2 	CNV_7q21.2  	CNV_1q21.2  	CNV_3p12.1  	CNV_3p11.1  	CNV_17p11.2 	CNV_13q14.2 	CNV_2q22.1  	CNV_4p	CNV_4q	
TCGA-39-5011	0.080745	2.3424	-0.148	0.147	0.093475	0.30223	0.0011093	0.29421	-0.105	0.249	-0.11861	0.24435	-0.12564	0.000	0.29453	-0.15656	0.080745	-0.145	0.244	0.244	0.078871	-0.144	0.3543	0.17845	0.7391	-0.1431	-0.14245	-0.142	0.29453	0.31626	0.000	0.000	-0.12278	-0.14952	-0.12095	-0.101	-0.101	-0.21082	0	0.55071	-0.16828	0.0095883	0.089669	0	0.000	-0.125	-0.10513	0.161	-0.142	-0.121	-0.121	0.30727	-0.14474	0.36887	0.80461	-0.61978	0.030029	-0.14168	-0.10914	0.093475	0.420	0.273	0.025812	0.0095883	-0.13316	0.093475	-0.142	-0.142	-0.142	-0.144	0.000	0.000	0.26232	0.51211	0.0011093	0.086659	-0.14186	0.000	0.000	0.17845	0.000	0.000	0.70457	-0.114	-0.114	0.31771	0.000	0.0095883	0.000	0.178	-0.14078	0.316	0.316	0.078871	-0.013677	-0.10914	0	0.28311	0.83255	-0.12095	-0.14657	-0.15496	0.28961	-0.141	-0.013677	1.1279	0	0.30793	0.30793	-0.06835	-0.14779	-0.48502	0.000	0.000	
TCGA-34-5927	0.038214	0.02806	0.000	0.000	-0.69613	0.055658	-0.52903	-0.046718	-0.703	0.000	-0.72217	0.0010748	-0.12875	-0.497	0.031812	0.0071556	-0.50598	0.000	0.000	0.000	-0.043602	0.074408	0.022304	-0.69866	0.019083	-0.18647	-0.027763	-0.186	-0.031086	-0.027763	-0.129	-0.709	-0.75651	-0.18647	0.088837	0.745	0.023	-0.18647	0.016903	0.088548	0.015587	-0.65291	0.74499	-0.0091286	0.000	0.000	-0.73394	0.000	0.000	0.000	0.000	0.0071556	-0.073343	-0.069734	-0.71692	-0.71488	0.0030522	-0.74386	-0.73836	-0.72386	0.000	0.0010748	-0.0083005	0.10176	0	-0.72163	-0.186	-0.687	-0.687	0.000	0.000	0.000	0.10176	-0.18647	-0.4967	-0.043602	-0.18647	0.000	0.000	-0.69866	0.000	0.000	-0.024114	0.000	0.000	0.019083	0.102	-0.64874	0.000	-0.732	0	0.000	0.000	-0.043602	-0.77481	-0.69613	-0.0091286	0.069669	0.010006	-0.73679	0.02806	-0.72217	0.02806	0.000	-0.069734	0.11813	0.016903	-0.72217	-0.72217	-0.043602	-0.72296	0.0010748	-0.724	-0.724	
TCGA-60-2696	0.013849	-0.44005	0.000	0.000	-0.43869	-0.45377	0.0034687	0.016565	-0.367	0.000	-0.46014	-0.0045695	0	0.000	0.0056919	0.00069327	-0.0040162	-0.438	0.000	0.000	-0.45554	-0.022469	0.039902	-0.46334	-0.0055375	-0.44459	0.0065262	-0.445	0.0056919	0.0065262	0.000	0.000	-0.012153	-0.44459	-0.01904	-0.448	-0.448	-0.44459	0.0080567	0.010146	0.0063871	-0.71613	0.020763	0.0080567	-0.448	-0.448	-0.44674	0.000	0.000	0.000	0.000	0.00069327	-0.44814	-0.44814	-0.44674	0	0.0036985	-0.0031859	-0.43869	-0.45742	0.000	0.013911	-0.45993	-0.11829	0.42805	-0.43869	-0.445	0.000	0.000	0.000	0.000	0.000	-0.13044	-0.44459	0.016705	-0.46264	-0.44459	0.000	0.000	0.015866	-0.448	-0.448	0.4262	0.000	-0.401	0.00069327	-0.130	-0.13393	0.000	0.000	0.42591	0.000	0.000	-0.44771	-0.44814	-0.43869	-0.4595	0.017824	-0.032723	0.010146	0.0022193	-0.44757	-0.012162	0.429	-0.44814	0.020483	0.0080567	-0.42626	0.020763	-0.46264	-0.43821	-0.0045695	-0.439	-0.439	
TCGA-22-5485	0.073444	0.055515	0.000	0.000	-0.63121	-0.68345	0.0023581	0.012097	-0.651	-0.092	-0.67049	0.015645	0.010006	0.000	0.02003	-0.015938	0.073444	-0.647	0.000	0.000	-0.092081	-0.10039	0.61426	0.052383	-0.064643	-0.054381	0.037076	0.000	-0.73442	0.037076	0.000	0.000	-0.76034	-0.66365	-0.7008	1.397	0.749	-0.66365	-0.68195	0.71848	-0.005814	-0.11947	1.3969	-0.093799	0.797	-0.196	-0.65062	0.000	0.000	-0.687	0.032	-0.015938	0.37035	0.99219	-0.65062	-0.67674	0	-0.031359	-0.63121	-1.2929	0.565	0.085799	-0.69417	-0.11947	-0.022058	-0.63121	-0.609	0.000	0.000	-0.100	0.481	0.000	-0.13458	-0.66365	0.0023581	-0.092081	-0.66365	0.000	0.000	0.052383	0.000	0.000	0.56512	0.000	0.000	0.0080567	-0.119	-0.11947	0.565	0.000	0.00072482	0.000	0.000	-0.092081	-0.80774	-0.63121	-0.093799	0.037076	0.55885	-0.68651	0.022565	-0.67505	0.027216	0.000	0.99219	0.037076	0.5076	-0.64818	0.051956	-0.092081	-0.64687	0.022865	-1.293	-1.293	
TCGA-60-2698	0.085221	-0.12629	0.394	0.394	0.14266	0.2304	-0.21985	0	0.000	0.000	-0.30827	0.19238	0.046559	-0.220	0.23287	-0.3397	0.09638	0.197	0.105	0.000	0.054091	-0.15375	0.06494	0.54894	-0.30092	-0.21255	3.1673	-0.318	-0.33871	0.57077	0.212	0.000	0.064797	-0.33503	-0.32275	-0.308	-0.308	-0.33503	-0.2663	0.10672	0.8795	-0.025849	1.7829	-0.26131	0.000	0.000	-0.041159	0.178	-0.029	-0.216	0.107	3.6569	-0.1294	1.7028	-0.29827	-0.52818	-0.31519	0.064797	-0.28843	-0.42865	-0.062	0	0.22237	0.066802	-0.2781	-0.30674	-0.318	0.000	0.000	0.000	0.166	-0.095	0.066802	-0.21255	-0.21985	0.054091	-0.31844	-0.186	0.000	0.54894	0.000	-0.334	0.23969	0.648	-0.511	-0.29023	0.000	-0.14541	0.240	0.149	-0.18118	0.000	0.000	0.054091	-0.32948	-0.28843	-0.27535	0.044007	0.063223	-0.32275	2.4426	-0.3207	-0.51054	-0.278	0.9146	0.30214	0.35839	-0.3207	0.043643	0.52258	0.14996	-0.94225	-0.340	-0.340	
TCGA-34-5928	-0.32971	-0.022195	0.106	0.000	-0.31436	0	-0.34228	-0.0040162	1.221	1.221	-0.32785	0.66346	1.0769	0.293	0.040044	-0.33982	-0.33733	-0.318	0.663	0.663	0.0013868	0.63089	1.2206	-0.32959	-0.34824	-0.33029	0.61988	-0.327	0.040044	0.54189	0.309	0.309	-0.3409	-0.35156	-0.3617	0.523	0.213	-0.0022168	0.02806	0.97832	0.14644	0.11114	0.91258	0.018053	0.368	-0.329	-0.0050455	-0.325	-0.325	0.652	0.982	-0.07401	-0.32948	0.36789	-0.0016629	0.30889	0.631	0.33399	0.35741	-0.32693	0.157	-0.0040162	-0.34549	0.11114	-0.00069303	0.34551	0.000	-0.341	-0.341	-0.349	0.426	0.000	0.12093	-0.0022168	0.33335	0.0070826	-0.0022168	0.301	-0.330	-0.32959	0.000	0.000	0.17648	0.000	0.000	-0.32519	0.111	0.11114	0.157	-0.330	-0.0078375	0.626	0.626	0.0013868	0.36789	-1.0291	0.2153	0.62825	1.2092	1.002	-0.022195	-0.31038	-0.022195	0.000	0.36789	0.65848	1.1396	-0.31038	-0.31038	-0.011887	-0.31797	-0.0040162	-0.319	-0.319	
TCGA-34-5929	0.041246	0.029255	0.000	0.000	-0.65971	-0.6623	-0.064027	0.010634	-0.673	0.685	-1.2929	-0.0032547	0.0028444	0.000	0.012725	-0.67329	-0.68829	-0.662	0.000	0.000	-0.10847	-0.04841	0.68524	-0.682	0.0058009	-0.67531	0.034607	-0.611	0.012725	0.034607	0.000	-0.675	-0.038102	-0.67779	0.031085	-0.108	-0.672	-0.67779	0	0.028073	0.012725	-0.1918	1.1697	0	-0.113	-0.113	-0.67311	0.000	-0.662	0.000	0.000	-0.011172	-0.11267	-0.11267	-0.67311	-0.67504	0.041246	-0.69428	-0.65971	-0.6731	0.000	0.010634	-0.68692	-0.1918	-0.35687	-0.65971	-0.611	0.000	-0.636	0.000	0.000	0.000	-0.1918	-0.67531	0.012167	-0.079184	-1.2929	0.000	0.000	-0.682	0.000	0.000	-0.029242	0.000	0.000	0.05687	-0.192	-0.1918	0.000	-0.682	0.29827	0.000	0.000	-0.063325	-0.18364	-0.65971	-0.058125	0.025264	0.68524	0.028073	0.029255	-0.67191	0.029255	-0.357	-0.18364	0.034607	0	-0.67191	-0.67191	-0.076211	-0.67708	0.010634	-0.660	-0.660	
TCGA-39-5019	0.14682	0.17543	0.369	0.369	-0.23374	-0.047124	-0.21317	0.24622	0.000	0.000	-0.21812	0.38949	-0.14309	-0.213	0.36904	-0.095648	0.1854	0.000	0.389	0.246	0.72252	0.22022	-0.029142	0.66586	-0.095648	-0.10421	0.73094	-0.104	0.27787	0.73094	-0.143	-0.143	0.013911	-0.15324	-0.46312	0.620	0.402	0.69316	-0.0013858	1.3196	0.36904	0.14221	3.6569	-0.0013858	0.170	0.170	0	0.000	0.000	-0.463	-0.051	-0.095648	-0.17386	0.17001	-0.029142	-0.14309	0.14682	-0.22859	-0.23374	-0.24302	0.299	0.24622	-0.047124	0.14221	0.1133	0.42486	-0.104	0.000	-0.229	0.220	0.000	0.000	0.14221	-0.058866	-0.21317	0.58829	-0.81458	0.147	0.147	0.67196	0.588	0.000	0.29947	0.175	0.175	-0.095648	0.142	0.12953	0.299	0.000	0.1133	0.731	0.731	0.72252	0.17001	-0.23374	-0.10451	0.73094	-0.029142	1.324	0.17543	-0.21812	0.17543	0.113	0.17001	0.73094	-0.0013858	-0.21812	-0.21812	-0.083731	-0.047124	0.24622	-0.234	-0.234	
TCGA-34-5232	-0.07148	0.0034605	0.000	0.000	-0.0052692	-0.28811	0.0022111	0.0011011	0.000	0.000	-0.29509	0.0011011	-0.00014684	0.000	-0.025779	-0.2849	-0.07148	-0.288	0.000	0.000	-0.066796	0.011671	-0.0037477	-0.0163	-0.29027	-0.10432	0.00068505	-0.104	-0.096844	0.00068505	0.000	0.000	0.020194	-0.10432	0.15396	0.345	0.050	-0.10432	0.0062398	0.21935	-0.011549	-0.025115	1.6556	0.0062398	0.000	0.000	-0.0037477	-0.285	-0.285	0.217	0.217	0.36443	0.0044328	0.0044328	-0.0037477	-0.00014684	-0.29021	0.0067961	-0.0052692	-0.17192	0.000	0.0011011	-0.28811	-0.024806	0.01181	-0.17192	-0.104	0.000	0.000	0.000	0.000	0.000	-0.024806	-0.10432	0.0022111	-0.066796	-0.10432	0.000	0.000	-0.0163	0.000	0.000	0.011531	0.000	0.000	-0.2799	0.000	-0.025115	0.000	0.000	0.01181	0.000	0.000	-0.066796	0.0044328	-0.0052692	0.0062398	0.00068505	-0.0037477	0.21713	0.0034605	-0.29509	-0.0044394	0.000	0.0044328	0.00068505	0.0062398	-0.29509	-0.29509	-0.066796	-0.28811	0.0011011	-0.167	0.000	
TCGA-90-6837	0	0.020483	0.000	0.000	0.0015255	-0.00055444	-0.0076101	0.00597	0.000	0.000	0.0036076	0.0024969	-0.0008316	0.000	-0.0030475	-0.0016629	0	0.000	0.000	0.000	-0.0036011	-0.00097017	0.0066653	0.00055459	-0.0027119	-0.0012473	0	0.000	-0.0030475	0	0.000	0.000	-0.00027724	-0.0012473	-0.0023553	0.000	0.000	-0.0012473	0.001803	-0.0023553	-0.0030475	-3.7177e-05	0.0036076	0.0042517	0.000	0.000	0.0066653	0.000	0.000	0.000	0.000	-0.0016629	-0.0044312	-0.0044312	0.0066653	-0.0008316	0	-0.00027724	0.0015255	0.0015255	0.000	0.00597	-0.00055444	-3.7177e-05	-0.0077482	0.0015255	0.000	0.000	0.000	0.000	0.000	0.000	-3.7177e-05	-0.0012473	-0.0076101	-0.0036011	-0.0012473	0.000	0.000	0.00055459	0.000	0.000	-0.0040162	0.000	0.000	-0.0027119	0.000	-3.7177e-05	0.000	0.000	-0.0077482	0.000	0.000	-0.0036011	-0.0044312	0.0015255	0.0042517	0	0.0066653	-0.0023553	0.020483	0.0036076	0.019592	0.000	-0.0044312	0	0.001803	0.0036076	0.0036076	-0.0036011	-0.00055444	0.0032192	0.000	0.000	
TCGA-34-5231	-0.3764	3.6569	0.625	0.429	-0.00063532	-0.43257	0.319	-0.44577	-0.423	-0.423	-0.41157	0.39382	-0.08938	-0.458	0.4375	-0.38369	-0.41575	-0.433	0.379	0.000	0.346	0.30186	-0.42254	-0.023018	0.10139	-0.45583	0.58578	-0.456	0.35561	0.58578	0.000	0.000	-0.075345	-0.43561	-0.60767	0.000	-0.412	-0.43561	-0.38873	0.15203	0.62533	-0.039937	3.6569	-0.4518	0.336	0.336	-0.42254	0.101	-0.282	0.591	0.591	3.5577	0.33577	0.33577	-0.42254	0	0.0037465	-0.3943	0.010146	-0.43572	0.441	0.015168	-0.44104	-0.0042929	0.4326	-0.00063532	-0.456	0.000	-0.339	0.316	0.450	0.061	-0.0042929	-0.45583	-0.4579	0.346	-0.45583	0.000	-0.384	0.013243	0.346	-0.177	0.44054	0.430	-0.438	0.15741	0.000	-0.039937	0.441	0.000	0.39778	0.586	0.586	0.346	0.33577	0.010146	-0.4381	0.43086	-0.42254	2.8349	0.42989	-0.41893	-0.43799	0.398	0.33577	0.58578	0.42856	-0.41893	-0.41893	0.346	-0.44104	-0.52225	-0.428	0.000	
TCGA-34-5236	-0.027182	0.97482	0.000	0.000	-0.26456	-0.074678	-0.22219	-0.14361	0.256	0.389	-0.21985	0.20748	-0.1572	-0.098	-0.084395	-0.11561	-0.027182	0.000	0.207	0.207	0.18086	0.28217	-0.17727	0	-0.11678	0.0070826	0.59908	0.000	-0.084395	0.59908	-0.157	-0.157	-0.10289	-0.0091519	-0.34985	0.430	0.212	-0.0091519	0.087679	0.048262	-0.084395	0.053664	1.0898	0.087679	0.000	0.000	-0.13368	-0.116	-0.116	-0.350	0.000	-0.11561	-0.15631	-0.0011087	-0.13368	-0.1572	-0.027182	-0.10289	-0.26456	-0.19662	0.000	0.19215	-0.074678	0.053664	0.01447	0.35643	0.000	-0.103	-0.103	0.282	0.000	0.000	0.053664	0.0070826	0.12461	0.00072159	0.0070826	0.000	0.000	0	0.000	0.000	0.066669	0.441	0.441	0.34096	0.000	0.053664	0.000	0.000	0.017404	0.514	0.514	0.18086	-0.0011087	-0.26456	-0.14412	0.41166	0.40511	0.033549	0.44105	-0.21775	-0.34159	0.000	-0.0011087	0.59908	0.087679	-0.21775	-0.21577	0.00072159	-0.074678	0.19215	-0.197	-0.197	
TCGA-34-5234	-0.041431	-0.093799	0.000	0.000	-0.0092666	0.084354	0.012637	0.0098349	0.000	0.000	0.0022193	0.0098349	-0.029681	0.000	0	-0.0072791	-0.041431	0.000	0.000	0.000	-0.042381	0.09856	-0.0062286	0.062651	-0.016979	-0.068931	0.23519	0.000	0	0.23519	0.000	0.000	0.022725	-0.068931	-0.023292	0.000	0.000	-0.068931	0.019923	-0.023292	0	0.0026357	0.0022193	0.019923	0.000	0.000	-0.11926	0.000	0.000	0.000	0.000	-0.0072791	-0.065313	-0.065313	-0.0062286	-0.021647	-0.041431	0.022725	-0.0092666	-0.0092666	0.000	0.0098349	0.084354	0.0026357	0.020694	-0.0092666	0.000	0.000	0.000	0.000	0.000	0.000	0.0026357	-0.068931	-0.13135	-0.042381	-0.068931	0.000	0.000	0.062651	0.000	0.000	0.073977	0.000	0.000	-0.0072791	0.000	0.0026357	0.000	0.000	0.12933	0.000	0.172	-0.042381	-0.076371	-0.0092666	0.019923	0.062705	-0.0062286	-0.023292	-0.093799	0.0022193	-0.093799	0.000	-0.065313	0.062705	0.019923	0.0022193	0.0022193	-0.042381	0.084354	0.0098349	0.000	0.000	
TCGA-34-5239	-0.01037	0.30793	0.216	0.216	0	-0.0038779	-0.045635	0.07053	-0.321	0.494	-0.31038	0.054945	-0.047124	0.000	0.21637	0.5345	-0.029955	0.000	0.000	0.000	-0.028355	0.20626	0.49441	-0.028081	-0.33433	0.46895	0.030451	0.469	0.17833	0.030451	0.000	0.000	-0.12408	0.46895	0.37002	0.000	-0.310	0.46895	-0.017391	1.4471	0.21637	0.08388	0.048972	-0.017391	0.227	0.227	-0.32065	-0.334	0.200	0.370	0.370	3.6569	0.22653	0.22653	-0.32065	-0.047124	-0.027766	-0.12408	0	-0.019058	0.153	0.07053	-0.0038779	0.08388	-0.05752	-0.019058	0.469	-0.124	-0.124	0.206	0.516	0.000	0.08388	0.46895	-0.045635	-0.93341	0.46895	0.000	0.000	-0.028081	0.000	0.000	0.15278	0.308	0.308	-0.33433	0.000	0.08388	0.665	0.000	-0.05752	0.000	0.000	-0.028355	0.22653	0	-0.044974	0.76983	0.49441	0.37002	0.30793	-0.31038	0.31209	0.000	0.22653	0.030451	0.51594	-0.31038	-0.31038	-0.04428	-0.0038779	0.073402	0.000	0.000	
TCGA-37-3789	0.0054139	3.6569	0.000	0.000	-0.63982	0.05694	-0.60854	-0.015604	0.000	0.000	-0.59847	-0.0053992	-0.61287	-0.609	0.0068044	-0.60352	0.0054139	0.000	0.000	0.000	-0.64227	0.026935	-0.0099565	0.023309	-0.62725	-0.010508	3.6569	0.000	-0.00055444	0.0087528	-0.606	0.000	0.024127	-0.61268	-1.2885	0.000	0.000	-0.61268	0	0.57416	0.00041593	-0.021647	1.4605	0.012934	0.000	0.000	-0.0088526	-0.604	-0.604	-0.497	0.574	0.51455	-0.53794	-0.0012473	-0.38917	-0.0071958	-0.55317	0.0010235	-0.61719	-0.61796	0.000	-0.015604	0.0011345	-0.055364	-0.035135	0.59027	-0.585	0.000	0.000	0.000	0.000	0.000	-0.067363	-0.61318	-0.60854	-0.62224	-0.60071	0.000	0.000	0.015273	0.000	-0.614	0.025952	0.000	-0.577	0.51054	0.000	-0.035756	0.000	0.000	0.60449	-0.623	-0.507	0.039902	0.01433	-0.021373	0.012934	-0.62522	0.023987	0.12138	1.5863	-0.62016	0.018943	0.000	0.01433	1.6051	0	-0.62016	-0.62016	-0.62224	0.013353	-0.015604	-0.597	0.000	
TCGA-33-4532	-0.076712	0.37677	0.214	0.214	-0.35959	-0.024798	-0.62529	-0.60822	-0.286	-0.012	-0.30921	1.1323	-0.04157	-0.578	0.206	-0.6551	0.017684	0.000	1.132	0.240	0.93406	0.35381	0.84258	0.21315	-0.36306	-0.26396	0.041034	-0.050	0.14009	0.041034	0.000	0.000	-0.019213	0.18328	-0.92148	0.606	-0.324	0.65406	0.025671	1.0034	0.58722	-0.68232	2.1113	-0.010572	-0.185	-0.185	-0.28644	0.000	0.000	0.413	0.720	0	-0.60281	0.095072	-0.28857	-0.019108	-0.08559	0.19284	-0.85226	-0.5425	0.575	0.26322	-1.2075	3.6569	-0.11133	-0.3505	0.214	0.193	0.193	0.402	0.000	0.000	0.52958	0.21361	-0.57772	0.15485	0.21361	0.000	0.000	0.23348	0.465	0.231	0.57451	0.370	0.370	0	-0.682	-0.68232	0.575	0.383	3.6569	0.000	0.000	0.93928	-0.1467	-0.85226	0.048404	-0.011243	1.5536	-0.30768	0.37019	-0.32399	0.35708	0.000	2.4571	0.041034	-0.017611	-0.34464	-0.32646	-0.33964	-0.095611	0.23556	-0.343	-0.343	
TCGA-37-5819	-0.46174	0.068665	0.000	0.577	-0.45233	0.64616	-0.53485	0.033831	0.165	0.430	0.45851	-0.23496	-1.2929	-0.510	0.58704	-0.007472	0.13606	-0.454	-0.171	0.000	-0.53215	0.084354	0.43041	-0.47003	0.44332	-1.0045	0.346	0.000	0.58704	-0.45072	-0.470	-0.470	-0.53531	-0.59575	-0.069867	0.494	0.005	-0.50422	-0.4712	0.53151	-0.056712	0.12123	1.2696	-0.53194	0.900	-0.476	-0.25796	0.443	0.000	0.293	0.532	0.45683	-0.5716	0.49528	-0.14695	-0.49036	-0.53236	-0.023946	-1.0141	-0.46334	0.437	0.062508	-0.48513	0.17468	-1.0566	-0.46334	0.000	0.459	0.000	-0.507	0.000	-0.471	0.15591	-0.47395	-0.9943	-0.033677	-1.2929	-0.534	-0.534	0.24218	0.000	-0.525	0.43716	0.000	0.000	0.45683	0.121	0.12123	0.437	0.242	-0.5214	-0.459	-0.459	0.88086	0.89999	-0.44005	1.0761	-0.5066	0.43508	-0.088732	0.068665	-0.48932	0.068665	-0.516	0.89999	-0.45072	0.77637	-0.48932	-0.48932	-0.55887	-0.48513	-0.93629	-0.498	-0.498	
TCGA-60-2724	0	-0.048883	0.131	0.131	-0.2102	-0.34973	0.11891	-0.095384	1.311	1.674	-0.36488	0.11902	0.10672	0.119	1.444	-0.37952	-0.035591	-0.350	0.012	-0.107	0.09304	0.061079	-0.36295	0.13421	-0.083997	-0.37223	-0.059942	-0.372	0.093621	-0.059942	0.107	0.107	-0.40573	-0.37223	-0.17297	0.146	-0.216	-0.37223	0.085076	0.805	0.13095	0.11242	0.63609	0.11389	0.000	0.000	-0.36295	0.000	-0.285	-0.115	0.805	-0.083997	0.0026357	0.0026357	-0.36295	0.11814	0	0.035665	-0.34492	-0.2102	0.000	-0.10657	-0.36034	-0.87393	0.11213	-0.2102	-0.372	-0.406	0.000	0.000	0.000	0.000	0.15188	-0.37223	0.14756	-0.39297	-0.37223	0.000	0.000	0.13421	0.000	0.000	0.095798	0.000	0.000	-0.083997	0.112	0.11242	0.000	0.134	0.62551	0.000	0.000	0.09304	-0.076835	-0.34492	0.11389	-0.059942	1.6253	3.6569	-0.048883	-0.36147	-0.096746	0.112	-0.076835	-0.059942	0.085076	0.64891	0.14206	0.48837	-0.36034	-0.10657	-0.345	-0.345	
TCGA-60-2725	-0.056061	0.12058	0.338	0.338	0.042631	-0.21911	-0.21392	-0.016704	0.135	0.351	-0.21379	-0.0092666	0.072396	-0.214	0.35234	-0.0092181	0.18102	-0.215	0.000	0.000	0.15233	0.49909	0.35071	-0.1955	-0.20747	-0.046962	0.058873	-0.214	0.1177	0.058873	-0.221	-0.221	-0.22133	-0.035083	-0.11168	0.000	-0.214	-0.035083	0.14747	0.16682	0.26566	-0.003268	0.53784	0.059366	0.000	0.000	-0.21602	-0.207	0.000	0.055	0.167	3.6569	0.093475	0.093475	-0.21688	-0.22115	-0.1173	-0.20324	-0.065581	-0.018858	0.000	-0.016704	-0.21528	-0.003268	0.081235	0.042631	-0.214	0.255	0.261	0.483	0.147	0.147	0.03214	-0.046962	-0.21404	0.084643	-0.21503	0.156	0.156	-0.17727	0.000	-0.229	-0.093931	0.182	0.182	-0.21048	0.000	0.0086135	0.000	-0.177	0.15304	0.000	0.000	0.16926	0.14221	0.075234	0.057939	0.17612	0.3628	0.22839	0.18207	-0.22096	0.16819	0.148	0.093475	0.058873	0.14747	-0.24883	-0.24883	-0.22896	-0.21528	-0.016704	0.116	0.116	
TCGA-60-2720	0.073115	-0.19237	0.000	0.000	-0.21466	-0.23447	0.099364	0.068808	-0.111	0.603	-0.21193	0.068808	0.0070826	0.000	0	-0.1698	0.07484	-0.234	0.000	0.000	-0.22748	0.11697	0.71453	-0.03749	0.36887	-0.22623	0.060365	-0.226	0	0.060365	0.000	0.000	-0.23582	-0.22623	-0.144	0.000	0.000	-0.22623	0.079447	0.11756	0.61009	-0.022917	-0.0087146	0.079447	0.000	0.000	-0.11144	0.313	0.313	0.118	0.118	0.31257	-0.2181	0.010842	-0.22581	-0.15733	0.086956	-0.23582	-0.21466	-0.21466	0.141	0.068808	-0.23447	-0.0070576	-0.2308	-0.21466	-0.226	-0.236	-0.236	0.117	0.000	0.000	-0.0070576	-0.22623	0.10307	-0.22748	-0.22623	0.000	0.000	-0.03749	-0.227	-0.227	0.14099	-0.192	-0.192	0.33579	0.000	-0.022917	0.141	0.000	-0.2308	0.000	0.000	-0.22748	0.010842	-0.21466	0.079447	0.060365	0.71453	0.11756	-0.19237	-0.0087146	-0.19237	-0.231	0.010842	0.060365	0.079447	-0.0087146	-0.0087146	-0.22748	-0.23447	0.068808	-0.215	-0.215	
TCGA-60-2721	0.060126	0.0015711	0.000	0.000	0.38358	-0.13661	-0.12273	-0.036765	-0.529	0.318	-0.58778	-0.014596	0.11042	-0.113	0.016611	-0.57542	0.060126	-0.140	0.000	0.000	-0.61303	-0.021739	0.31808	0.0014795	0.01759	-0.58632	0.010052	-0.586	0.016611	0.010052	0.000	0.000	0.023051	-0.58929	-0.58428	0.461	-0.588	-0.58929	-0.54942	0.02597	0.016611	0.11042	1.12	-0.00092464	0.000	0.000	-0.5962	0.000	-0.575	-0.490	0.000	0.01759	-0.55944	-0.00092464	0.53754	-0.017209	0.047995	0.01366	0.43721	-0.5927	0.000	-0.036765	-0.11726	-0.13376	0.52386	0.8466	-0.586	0.000	0.000	0.000	0.000	0.000	-0.13376	-0.58632	-0.11334	-0.55584	-0.58632	0.000	0.000	0.0014795	0.000	-0.556	0.01298	0.000	0.000	0.01759	-0.134	0.11042	0.000	0.000	0.0028201	0.000	0.000	0.48429	-0.0020329	-0.14318	0.0058766	0.010052	0.31808	3.6569	0.0015711	-0.59101	-0.012806	0.000	-0.0020329	0.010052	0.3586	-0.59101	-0.52365	-0.55584	-0.13979	-0.014596	-0.593	-0.143	
